municipio,crop,month,rank,is_top3,mean_yield,std_yield,high_yield_rate,n_samples,score,recommendation
Jutiapa,Soya,7,2,True,91.13,7.22,97.9,48,88.25,recomendado
Jutiapa,Soya,5,3,True,88.54,7.78,95.8,48,85.91,recomendado
Jutiapa,Soya,10,4,False,87.42,8.47,93.8,48,84.52,secundario
Jutiapa,Soya,11,5,False,87.26,7.82,93.8,48,84.45,secundario
Jutiapa,Soya,4,6,False,84.95,7.64,91.7,48,82.33,secundario
Jutiapa,Soya,6,7,False,85.2,10.75,79.2,48,78.59,secundario
Jutiapa,Soya,9,8,False,84.27,9.94,79.2,48,78.03,secundario
Jutiapa,Soya,12,9,False,80.69,6.3,81.2,48,76.51,secundario
Jutiapa,Soya,1,10,False,79.89,6.41,74.5,51,73.96,secundario
Jutiapa,Soya,2,11,False,78.85,6.74,70.6,51,72.09,secundario
Jutiapa,Soya,3,12,False,79.12,7.16,66.7,51,71.07,secundario
Jutiapa,Tomate,4,1,True,92.5,6.66,100.0,48,89.79,recomendado
Jutiapa,Tomate,12,2,True,92.09,6.25,100.0,48,89.55,recomendado
Jutiapa,Tomate,11,3,True,91.51,7.67,93.8,48,87.22,recomendado
Jutiapa,Tomate,3,4,False,88.38,6.82,98.0,51,86.52,secundario
Jutiapa,Tomate,1,5,False,86.05,6.39,98.0,51,85.02,secundario
Jutiapa,Tomate,2,6,False,85.56,6.31,94.1,51,83.53,secundario
Jutiapa,Tomate,7,7,False,87.77,11.46,81.2,48,80.85,secundario
Jutiapa,Tomate,8,8,False,87.23,11.44,77.1,48,79.25,secundario
Jutiapa,Tomate,5,9,False,84.5,10.15,81.2,48,78.79,secundario
Jutiapa,Tomate,10,10,False,81.75,9.31,75.0,48,75.17,secundario
Jutiapa,Tomate,6,11,False,76.76,9.03,56.2,48,66.32,secundario
Jutiapa,Tomate,9,12,False,76.04,8.05,52.1,48,64.65,secundario
Jutiapa,Trigo,4,1,True,92.48,5.64,100.0,48,89.83,recomendado
Jutiapa,Trigo,12,2,True,89.91,6.95,100.0,48,88.09,recomendado
Jutiapa,Trigo,3,3,True,87.08,6.47,98.0,51,85.69,recomendado
Jutiapa,Trigo,11,4,False,88.46,9.47,91.7,48,84.52,secundario
Jutiapa,Trigo,2,5,False,86.01,6.89,96.1,51,84.39,secundario
Jutiapa,Trigo,1,6,False,86.37,7.57,94.1,51,84.0,secundario
Jutiapa,Trigo,7,7,False,86.26,12.24,79.2,48,79.2,secundario
Jutiapa,Trigo,8,8,False,82.93,12.55,68.8,48,73.9,secundario
Jutiapa,Trigo,5,9,False,81.2,11.37,66.7,48,72.21,secundario
Jutiapa,Trigo,10,10,False,77.89,9.93,54.2,48,66.38,secundario
Jutiapa,Trigo,6,11,False,71.6,10.48,35.4,48,56.64,secundario
Jutiapa,Trigo,9,12,False,70.28,9.44,22.9,48,52.09,secundario
Jutiapa,Yuca,5,1,True,89.67,8.15,97.9,48,87.26,recomendado
Jutiapa,Yuca,8,2,True,91.35,9.31,93.8,48,87.03,recomendado
Jutiapa,Yuca,7,3,True,91.67,8.87,91.7,48,86.64,recomendado
Jutiapa,Yuca,10,4,False,87.13,9.51,89.6,48,83.03,secundario
Jutiapa,Yuca,6,5,False,86.19,9.69,85.4,48,81.16,secundario
Jutiapa,Yuca,4,6,False,84.05,9.24,85.4,48,79.8,secundario
Jutiapa,Yuca,11,7,False,82.51,7.96,85.4,48,78.86,secundario
Jutiapa,Yuca,9,8,False,85.15,11.52,77.1,48,77.89,secundario
Jutiapa,Yuca,2,9,False,77.8,5.78,70.6,51,71.46,secundario
Jutiapa,Yuca,3,10,False,77.25,6.28,62.7,51,68.73,secundario
Jutiapa,Yuca,12,11,False,78.02,6.32,60.4,48,68.52,secundario
Jutiapa,Yuca,1,12,False,77.04,6.43,54.9,51,66.22,secundario
Jutiapa,Zanahoria,1,1,True,86.14,6.26,96.1,51,84.5,recomendado
Jutiapa,Zanahoria,4,2,True,87.15,6.89,93.8,48,84.43,recomendado
Jutiapa,Zanahoria,11,3,True,88.05,6.87,91.7,48,84.39,recomendado
Jutiapa,Zanahoria,12,4,False,85.87,7.09,93.8,48,83.59,secundario
Jutiapa,Zanahoria,2,5,False,84.35,5.94,90.2,51,81.59,secundario
Jutiapa,Zanahoria,3,6,False,83.05,6.15,88.2,51,80.15,secundario
Jutiapa,Zanahoria,8,7,False,82.79,12.17,79.2,48,76.95,secundario
Jutiapa,Zanahoria,7,8,False,83.06,11.11,72.9,48,75.31,secundario
Jutiapa,Zanahoria,10,9,False,79.69,8.12,72.9,48,73.27,secundario
Jutiapa,Zanahoria,5,10,False,78.86,11.04,60.4,48,68.83,secundario
Jutiapa,Zanahoria,6,11,False,72.6,9.14,37.5,48,57.98,secundario
Jutiapa,Zanahoria,9,12,False,68.6,9.89,14.6,48,48.47,secundario
Jutiapa,Zucchini,12,1,True,90.36,6.04,100.0,48,88.43,recomendado
Jutiapa,Zucchini,4,2,True,90.32,7.75,95.8,48,87.07,recomendado
Jutiapa,Zucchini,11,3,True,89.56,7.92,95.8,48,86.57,recomendado
Jutiapa,Zucchini,1,4,False,85.84,7.94,90.2,51,82.46,secundario
Jutiapa,Zucchini,3,5,False,84.41,6.9,92.2,51,82.17,secundario
Jutiapa,Zucchini,2,6,False,85.58,7.97,88.2,51,81.7,secundario
Jutiapa,Zucchini,8,7,False,88.02,10.9,83.3,48,81.67,secundario
Jutiapa,Zucchini,7,8,False,86.53,10.71,81.2,48,80.08,secundario
Jutiapa,Zucchini,5,9,False,84.76,10.79,83.3,48,79.55,secundario
Jutiapa,Zucchini,10,10,False,83.21,9.92,70.8,48,74.84,secundario
Jutiapa,Zucchini,6,11,False,77.3,10.03,58.3,48,67.24,secundario
Jutiapa,Zucchini,9,12,False,75.59,9.33,50.0,48,63.67,secundario
La Libertad Peten,Aguacate,1,1,True,91.98,6.29,100.0,51,89.47,recomendado
La Libertad Peten,Aguacate,12,2,True,90.77,8.38,93.8,48,86.71,recomendado
La Libertad Peten,Aguacate,11,3,True,89.34,9.71,91.7,48,85.09,recomendado
La Libertad Peten,Aguacate,2,4,False,85.96,10.07,86.3,51,81.25,secundario
La Libertad Peten,Aguacate,7,5,False,84.5,10.55,81.2,48,78.77,secundario
La Libertad Peten,Aguacate,3,6,False,84.9,11.37,78.4,51,78.15,secundario
La Libertad Peten,Aguacate,4,7,False,79.1,10.06,66.7,48,70.91,secundario
La Libertad Peten,Aguacate,6,8,False,76.18,6.46,54.2,48,65.44,secundario
La Libertad Peten,Aguacate,10,9,False,76.83,7.03,50.0,48,64.59,secundario
La Libertad Peten,Aguacate,5,10,False,75.64,6.61,52.1,48,64.46,secundario
La Libertad Peten,Aguacate,8,11,False,75.24,7.96,43.8,48,61.64,secundario
La Libertad Peten,Aguacate,9,12,False,73.11,6.77,33.3,48,57.18,secundario
La Libertad Peten,Arroz,11,1,True,91.53,8.05,97.9,48,88.47,recomendado
La Libertad Peten,Arroz,7,2,True,91.13,8.59,93.8,48,86.93,recomendado
La Libertad Peten,Arroz,12,3,True,86.84,8.86,87.5,48,82.25,recomendado
La Libertad Peten,Arroz,10,4,False,84.11,7.61,89.6,48,81.16,secundario
La Libertad Peten,Arroz,9,5,False,83.14,7.8,85.4,48,79.27,secundario
La Libertad Peten,Arroz,8,6,False,82.53,9.43,79.2,48,76.93,secundario
La Libertad Peten,Arroz,6,7,False,81.05,7.82,79.2,48,76.04,secundario
La Libertad Peten,Arroz,1,8,False,81.91,10.92,74.5,51,75.05,secundario
La Libertad Peten,Arroz,5,9,False,77.19,12.01,64.6,48,68.95,secundario
La Libertad Peten,Arroz,2,10,False,76.0,9.6,45.1,51,62.45,secundario
La Libertad Peten,Arroz,3,11,False,73.01,11.15,45.1,51,60.43,secundario
La Libertad Peten,Arroz,4,12,False,69.86,11.09,31.2,48,54.23,secundario
La Libertad Peten,Avena,2,1,True,89.4,6.18,100.0,51,87.8,recomendado
La Libertad Peten,Avena,1,2,True,87.96,9.87,88.2,51,83.15,recomendado
La Libertad Peten,Avena,12,3,True,85.23,12.38,75.0,48,77.28,recomendado
La Libertad Peten,Avena,3,4,False,83.5,10.37,76.5,51,76.7,secundario
La Libertad Peten,Avena,11,5,False,77.59,11.34,52.1,48,65.49,secundario
La Libertad Peten,Avena,4,6,False,74.64,9.49,54.2,48,64.29,secundario
La Libertad Peten,Avena,5,7,False,68.84,10.13,27.1,48,52.37,secundario
La Libertad Peten,Avena,7,8,False,67.25,10.09,22.9,48,50.08,secundario
La Libertad Peten,Avena,10,9,False,66.62,6.44,12.5,48,46.73,secundario
La Libertad Peten,Avena,8,10,False,63.39,6.78,4.2,48,42.11,secundario
La Libertad Peten,Avena,6,11,False,63.85,5.24,2.1,48,41.87,secundario
La Libertad Peten,Avena,9,12,False,60.69,6.96,2.1,48,39.72,secundario
La Libertad Peten,Banano,11,1,True,91.24,8.49,95.8,48,87.63,recomendado
La Libertad Peten,Banano,7,2,True,90.56,9.47,93.8,48,86.52,recomendado
La Libertad Peten,Banano,12,3,True,87.14,9.91,85.4,48,81.77,recomendado
La Libertad Peten,Banano,10,4,False,83.74,6.7,89.6,48,80.97,secundario
La Libertad Peten,Banano,1,5,False,84.77,10.25,82.4,51,79.3,secundario
La Libertad Peten,Banano,9,6,False,83.93,8.98,83.3,48,79.1,secundario
La Libertad Peten,Banano,6,7,False,81.92,8.53,81.2,48,77.2,secundario
La Libertad Peten,Banano,8,8,False,83.63,10.67,75.0,48,76.33,secundario
La Libertad Peten,Banano,5,9,False,78.91,10.71,66.7,48,70.76,secundario
La Libertad Peten,Banano,2,10,False,78.45,8.65,64.7,51,69.97,secundario
La Libertad Peten,Banano,3,11,False,73.53,10.71,39.2,51,59.02,secundario
La Libertad Peten,Banano,4,12,False,71.56,11.59,37.5,48,57.19,secundario
La Libertad Peten,Berenjena,2,1,True,91.64,6.94,98.0,51,88.63,recomendado
La Libertad Peten,Berenjena,1,2,True,91.35,9.12,92.2,51,86.57,recomendado
La Libertad Peten,Berenjena,4,3,True,87.4,7.86,93.8,48,84.54,recomendado
La Libertad Peten,Berenjena,3,4,False,87.5,9.37,86.3,51,82.29,secundario
La Libertad Peten,Berenjena,12,5,False,87.94,10.06,85.4,48,82.29,secundario
La Libertad Peten,Berenjena,5,6,False,79.98,8.97,72.9,48,73.41,secundario
La Libertad Peten,Berenjena,7,7,False,81.04,9.8,68.8,48,72.81,secundario
La Libertad Peten,Berenjena,11,8,False,79.78,10.33,60.4,48,69.46,secundario
La Libertad Peten,Berenjena,6,9,False,75.41,7.69,56.2,48,65.5,secundario
La Libertad Peten,Berenjena,10,10,False,75.02,5.5,50.0,48,63.49,secundario
La Libertad Peten,Berenjena,8,11,False,74.07,7.97,50.0,48,62.75,secundario
La Libertad Peten,Berenjena,9,12,False,73.6,6.15,45.8,48,61.28,secundario
La Libertad Peten,Brocoli,1,1,True,86.7,7.84,96.1,51,84.79,recomendado
La Libertad Peten,Brocoli,2,2,True,83.22,8.61,80.4,51,77.78,recomendado
La Libertad Peten,Brocoli,12,3,True,83.26,10.06,77.1,48,76.74,recomendado
La Libertad Peten,Brocoli,11,4,False,75.99,10.87,52.1,48,64.47,secundario
La Libertad Peten,Brocoli,3,5,False,75.13,9.95,52.9,51,64.22,secundario
La Libertad Peten,Brocoli,4,6,False,67.82,7.82,18.8,48,49.32,secundario
La Libertad Peten,Brocoli,7,7,False,66.38,8.98,20.8,48,48.95,secundario
La Libertad Peten,Brocoli,10,8,False,64.87,6.81,8.3,48,44.32,secundario
La Libertad Peten,Brocoli,8,9,False,63.19,7.09,6.2,48,42.59,secundario
La Libertad Peten,Brocoli,5,10,False,60.34,9.48,10.4,48,41.87,secundario
La Libertad Peten,Brocoli,6,11,False,62.31,6.26,0.0,48,40.19,secundario
La Libertad Peten,Brocoli,9,12,False,60.76,7.81,2.1,48,39.73,secundario
La Libertad Peten,Cacao,11,1,True,86.49,9.53,89.6,48,82.62,recomendado
La Libertad Peten,Cacao,7,2,True,84.31,7.69,91.7,48,81.92,recomendado
La Libertad Peten,Cacao,12,3,True,81.49,11.2,70.8,48,73.66,recomendado
La Libertad Peten,Cacao,8,4,False,78.27,9.27,68.8,48,71.04,secundario
La Libertad Peten,Cacao,10,5,False,77.04,7.62,60.4,48,67.82,secundario
La Libertad Peten,Cacao,1,6,False,78.65,10.46,54.9,51,67.07,secundario
La Libertad Peten,Cacao,9,7,False,77.71,9.4,56.2,48,66.92,secundario
La Libertad Peten,Cacao,6,8,False,75.95,8.54,47.9,48,63.32,secundario
La Libertad Peten,Cacao,5,9,False,68.54,13.02,35.4,48,54.52,secundario
La Libertad Peten,Cacao,2,10,False,70.23,9.62,23.5,51,52.22,secundario
La Libertad Peten,Cacao,3,11,False,64.92,11.31,17.6,51,46.93,secundario
La Libertad Peten,Cacao,4,12,False,63.19,10.12,10.4,48,43.69,secundario
La Libertad Peten,Cafe,12,1,True,87.44,7.4,97.9,48,85.84,recomendado
La Libertad Peten,Cafe,11,2,True,86.5,9.68,87.5,48,81.99,recomendado
La Libertad Peten,Cafe,1,3,True,83.89,9.89,82.4,51,78.74,recomendado
La Libertad Peten,Cafe,7,4,False,82.72,11.51,68.8,48,73.82,secundario
La Libertad Peten,Cafe,10,5,False,76.7,8.82,60.4,48,67.54,secundario
La Libertad Peten,Cafe,2,6,False,75.74,10.6,47.1,51,62.82,secundario
La Libertad Peten,Cafe,8,7,False,74.04,9.72,39.6,48,59.51,secundario
La Libertad Peten,Cafe,3,8,False,73.13,10.9,41.2,51,59.34,secundario
La Libertad Peten,Cafe,9,9,False,73.7,8.59,37.5,48,58.73,secundario
La Libertad Peten,Cafe,5,10,False,69.58,12.4,41.7,48,57.11,secundario
La Libertad Peten,Cafe,6,11,False,71.24,9.45,31.2,48,55.21,secundario
La Libertad Peten,Cafe,4,12,False,66.05,11.72,27.1,48,50.47,secundario
La Libertad Peten,Camote,1,1,True,90.66,8.86,96.1,51,87.31,recomendado
La Libertad Peten,Camote,2,2,True,89.81,7.25,96.1,51,86.84,recomendado
La Libertad Peten,Camote,4,3,True,86.07,8.86,89.6,48,82.38,recomendado
La Libertad Peten,Camote,12,4,False,87.87,9.08,85.4,48,82.29,secundario
La Libertad Peten,Camote,3,5,False,86.71,9.6,84.3,51,81.18,secundario
La Libertad Peten,Camote,11,6,False,81.97,10.42,70.8,48,74.01,secundario
La Libertad Peten,Camote,5,7,False,80.38,9.17,70.8,48,73.04,secundario
La Libertad Peten,Camote,7,8,False,82.09,11.41,62.5,48,71.54,secundario
La Libertad Peten,Camote,6,9,False,76.62,7.26,66.7,48,69.44,secundario
La Libertad Peten,Camote,8,10,False,74.22,7.17,43.8,48,61.01,secundario
La Libertad Peten,Camote,9,11,False,73.63,6.13,43.8,48,60.68,secundario
La Libertad Peten,Camote,10,12,False,73.34,6.27,43.8,48,60.48,secundario
La Libertad Peten,Cana de azucar,1,1,True,87.33,7.7,98.0,51,85.79,recomendado
La Libertad Peten,Cana de azucar,7,2,True,89.15,9.0,93.8,48,85.62,recomendado
La Libertad Peten,Cana de azucar,11,3,True,88.67,8.81,91.7,48,84.69,recomendado
La Libertad Peten,Cana de azucar,12,4,False,87.95,10.03,87.5,48,82.91,secundario
La Libertad Peten,Cana de azucar,3,5,False,82.58,9.29,74.5,51,75.56,secundario
La Libertad Peten,Cana de azucar,6,6,False,80.05,6.52,77.1,48,74.83,secundario
La Libertad Peten,Cana de azucar,2,7,False,82.22,9.74,70.6,51,74.13,secundario
La Libertad Peten,Cana de azucar,5,8,False,81.84,9.84,70.8,48,73.95,secundario
La Libertad Peten,Cana de azucar,8,9,False,81.02,8.68,70.8,48,73.48,secundario
La Libertad Peten,Cana de azucar,9,10,False,78.86,6.78,70.8,48,72.17,secundario
La Libertad Peten,Cana de azucar,4,11,False,79.99,11.55,62.5,48,70.16,secundario
La Libertad Peten,Cana de azucar,10,12,False,77.6,8.16,58.3,48,67.53,secundario
La Libertad Peten,Cardamomo,11,1,True,87.92,8.49,91.7,48,84.23,recomendado
La Libertad Peten,Cardamomo,12,2,True,85.93,9.21,89.6,48,82.27,recomendado
La Libertad Peten,Cardamomo,7,3,True,85.34,10.43,83.3,48,79.95,recomendado
La Libertad Peten,Cardamomo,1,4,False,82.73,9.07,78.4,51,76.85,secundario
La Libertad Peten,Cardamomo,8,5,False,78.74,8.58,62.5,48,69.5,secundario
La Libertad Peten,Cardamomo,9,6,False,76.09,8.55,54.2,48,65.28,secundario
La Libertad Peten,Cardamomo,10,7,False,75.14,6.91,47.9,48,62.87,secundario
La Libertad Peten,Cardamomo,6,8,False,73.41,7.22,41.7,48,59.86,secundario
La Libertad Peten,Cardamomo,2,9,False,74.3,10.15,39.2,51,59.55,secundario
La Libertad Peten,Cardamomo,5,10,False,70.36,12.69,47.9,48,59.47,secundario
La Libertad Peten,Cardamomo,3,11,False,70.64,11.61,35.3,51,55.92,secundario
La Libertad Peten,Cardamomo,4,12,False,65.98,11.58,22.9,48,49.18,secundario
La Libertad Peten,Cebolla,2,1,True,88.73,7.11,94.1,51,85.56,recomendado
La Libertad Peten,Cebolla,3,2,True,87.83,10.0,88.2,51,83.06,recomendado
La Libertad Peten,Cebolla,1,3,True,87.12,10.72,82.4,51,80.8,recomendado
La Libertad Peten,Cebolla,12,4,False,81.09,11.41,64.6,48,71.51,secundario
La Libertad Peten,Cebolla,4,5,False,77.25,8.07,60.4,48,67.94,secundario
La Libertad Peten,Cebolla,11,6,False,75.26,10.38,45.8,48,62.15,secundario
La Libertad Peten,Cebolla,5,7,False,70.34,10.76,31.2,48,54.56,secundario
La Libertad Peten,Cebolla,7,8,False,68.62,9.99,29.2,48,52.86,secundario
La Libertad Peten,Cebolla,10,9,False,67.42,6.16,8.3,48,46.01,secundario
La Libertad Peten,Cebolla,8,10,False,67.26,6.99,8.3,48,45.87,secundario
La Libertad Peten,Cebolla,6,11,False,64.67,6.62,2.1,48,42.33,secundario
La Libertad Peten,Cebolla,9,12,False,62.63,6.05,2.1,48,41.03,secundario
La Libertad Peten,Chile,2,1,True,89.96,6.98,100.0,51,88.13,recomendado
La Libertad Peten,Chile,1,2,True,89.19,10.14,90.2,51,84.53,recomendado
La Libertad Peten,Chile,3,3,True,87.81,8.96,88.2,51,83.1,recomendado
La Libertad Peten,Chile,12,4,False,87.66,10.97,83.3,48,81.43,secundario
La Libertad Peten,Chile,4,5,False,83.55,10.46,81.2,48,78.16,secundario
La Libertad Peten,Chile,11,6,False,79.96,10.32,54.2,48,67.71,secundario
La Libertad Peten,Chile,7,7,False,77.29,9.7,56.2,48,66.63,secundario
La Libertad Peten,Chile,6,8,False,75.01,6.56,47.9,48,62.81,secundario
La Libertad Peten,Chile,5,9,False,74.49,8.71,47.9,48,62.36,secundario
La Libertad Peten,Chile,9,10,False,73.26,6.69,43.8,48,60.41,secundario
La Libertad Peten,Chile,10,11,False,73.38,6.43,39.6,48,59.25,secundario
La Libertad Peten,Chile,8,12,False,73.58,7.76,35.4,48,58.06,secundario
La Libertad Peten,Coliflor,2,1,True,84.92,8.14,90.2,51,81.85,recomendado
La Libertad Peten,Coliflor,1,2,True,85.6,10.01,84.3,51,80.44,recomendado
La Libertad Peten,Coliflor,12,3,True,83.77,11.46,72.9,48,75.75,recomendado
La Libertad Peten,Coliflor,3,4,False,74.45,8.76,49.0,51,62.66,secundario
La Libertad Peten,Coliflor,11,5,False,73.33,11.09,35.4,48,57.73,secundario
La Libertad Peten,Coliflor,4,6,False,68.94,8.75,20.8,48,50.62,secundario
La Libertad Peten,Coliflor,7,7,False,65.27,8.87,20.8,48,48.24,secundario
La Libertad Peten,Coliflor,10,8,False,65.74,7.0,6.2,48,44.25,secundario
La Libertad Peten,Coliflor,5,9,False,62.62,9.02,8.3,48,42.75,secundario
La Libertad Peten,Coliflor,6,10,False,62.16,7.18,8.3,48,42.54,secundario
La Libertad Peten,Coliflor,8,11,False,63.38,5.58,2.1,48,41.54,secundario
La Libertad Peten,Coliflor,9,12,False,61.65,7.13,4.2,48,40.96,secundario
La Libertad Peten,Espinaca,1,1,True,83.39,11.41,78.4,51,77.16,recomendado
La Libertad Peten,Espinaca,2,2,True,81.0,8.33,72.5,51,74.0,recomendado
La Libertad Peten,Espinaca,12,3,True,77.59,10.42,58.3,48,67.41,recomendado
La Libertad Peten,Espinaca,3,4,False,72.91,8.29,41.2,51,59.33,secundario
La Libertad Peten,Espinaca,11,5,False,71.68,9.44,31.2,48,55.49,secundario
La Libertad Peten,Espinaca,4,6,False,63.98,8.03,10.4,48,44.31,secundario
La Libertad Peten,Espinaca,7,7,False,64.46,7.06,6.2,48,43.42,secundario
La Libertad Peten,Espinaca,8,8,False,61.3,5.78,4.2,48,40.81,secundario
La Libertad Peten,Espinaca,10,9,False,60.93,7.08,2.1,48,39.88,secundario
La Libertad Peten,Espinaca,9,10,False,60.45,6.6,0.0,48,38.96,secundario
La Libertad Peten,Espinaca,6,11,False,59.0,6.49,0.0,48,38.02,secundario
La Libertad Peten,Espinaca,5,12,False,56.65,8.57,4.2,48,37.64,secundario
La Libertad Peten,Fresa,1,1,True,91.61,7.73,96.1,51,87.98,recomendado
La Libertad Peten,Fresa,2,2,True,90.27,7.62,96.1,51,87.12,recomendado
La Libertad Peten,Fresa,12,3,True,88.84,9.24,91.7,48,84.78,recomendado
La Libertad Peten,Fresa,3,4,False,81.15,10.6,66.7,51,72.22,secundario
La Libertad Peten,Fresa,11,5,False,79.47,12.14,56.2,48,67.92,secundario
La Libertad Peten,Fresa,7,6,False,74.82,9.22,45.8,48,61.92,secundario
La Libertad Peten,Fresa,4,7,False,73.54,9.46,43.8,48,60.45,secundario
La Libertad Peten,Fresa,10,8,False,69.86,7.59,31.2,48,54.4,secundario
La Libertad Peten,Fresa,5,9,False,67.09,8.42,25.0,48,50.68,secundario
La Libertad Peten,Fresa,9,10,False,68.0,7.94,16.7,48,48.8,secundario
La Libertad Peten,Fresa,8,11,False,66.86,6.58,8.3,48,45.63,secundario
La Libertad Peten,Fresa,6,12,False,65.87,6.86,10.4,48,45.6,secundario
La Libertad Peten,Frijol,2,1,True,92.39,6.21,100.0,51,89.75,recomendado
La Libertad Peten,Frijol,1,2,True,91.2,9.32,88.2,51,85.29,recomendado
La Libertad Peten,Frijol,12,3,True,88.75,9.36,91.7,48,84.72,recomendado
La Libertad Peten,Frijol,3,4,False,87.51,7.8,92.2,51,84.14,secundario
La Libertad Peten,Frijol,4,5,False,85.6,7.4,91.7,48,82.77,secundario
La Libertad Peten,Frijol,7,6,False,81.9,10.55,70.8,48,73.96,secundario
La Libertad Peten,Frijol,11,7,False,81.27,10.86,68.8,48,72.91,secundario
La Libertad Peten,Frijol,5,8,False,76.93,10.54,52.1,48,65.1,secundario
La Libertad Peten,Frijol,6,9,False,74.5,7.8,47.9,48,62.41,secundario
La Libertad Peten,Frijol,8,10,False,73.74,6.82,41.7,48,60.09,secundario
La Libertad Peten,Frijol,10,11,False,72.7,7.09,29.2,48,55.65,secundario
La Libertad Peten,Frijol,9,12,False,71.47,5.63,27.1,48,54.3,secundario
La Libertad Peten,Lechuga,1,1,True,84.55,10.15,80.4,51,78.57,recomendado
La Libertad Peten,Lechuga,2,2,True,81.5,8.62,76.5,51,75.48,recomendado
La Libertad Peten,Lechuga,12,3,True,80.12,9.83,72.9,48,73.46,recomendado
La Libertad Peten,Lechuga,3,4,False,73.12,9.43,51.0,51,62.35,secundario
La Libertad Peten,Lechuga,11,5,False,72.63,9.66,35.4,48,57.35,secundario
La Libertad Peten,Lechuga,4,6,False,66.71,8.98,12.5,48,46.66,secundario
La Libertad Peten,Lechuga,10,7,False,63.49,6.81,4.2,48,42.18,secundario
La Libertad Peten,Lechuga,5,8,False,59.26,9.2,10.4,48,41.19,secundario
La Libertad Peten,Lechuga,8,9,False,60.72,8.05,6.2,48,40.94,secundario
La Libertad Peten,Lechuga,7,10,False,61.93,7.95,2.1,48,40.48,secundario
La Libertad Peten,Lechuga,6,11,False,60.63,7.4,2.1,48,39.66,secundario
La Libertad Peten,Lechuga,9,12,False,60.41,6.42,0.0,48,38.95,secundario
La Libertad Peten,Limon,2,1,True,89.62,6.95,100.0,51,87.91,recomendado
La Libertad Peten,Limon,1,2,True,89.89,6.88,98.0,51,87.5,recomendado
La Libertad Peten,Limon,3,3,True,89.99,8.46,96.1,51,86.89,recomendado
La Libertad Peten,Limon,4,4,False,87.32,6.72,97.9,48,85.8,secundario
La Libertad Peten,Limon,12,5,False,86.3,10.68,83.3,48,80.56,secundario
La Libertad Peten,Limon,5,6,False,83.44,9.85,83.3,48,78.74,secundario
La Libertad Peten,Limon,7,7,False,83.93,10.8,77.1,48,77.14,secundario
La Libertad Peten,Limon,11,8,False,82.38,10.22,72.9,48,74.91,secundario
La Libertad Peten,Limon,6,9,False,76.5,5.63,66.7,48,69.45,secundario
La Libertad Peten,Limon,8,10,False,76.26,7.84,56.2,48,66.05,secundario
La Libertad Peten,Limon,10,11,False,75.0,6.44,45.8,48,62.18,secundario
La Libertad Peten,Limon,9,12,False,72.91,5.83,33.3,48,57.1,secundario
La Libertad Peten,Maiz,1,1,True,93.05,5.54,100.0,51,90.2,recomendado
La Libertad Peten,Maiz,12,2,True,90.62,9.42,91.7,48,85.93,recomendado
La Libertad Peten,Maiz,11,3,True,90.23,8.6,91.7,48,85.72,recomendado
La Libertad Peten,Maiz,7,4,False,89.58,10.74,89.6,48,84.56,secundario
La Libertad Peten,Maiz,5,5,False,83.11,8.39,91.7,48,81.1,secundario
La Libertad Peten,Maiz,2,6,False,87.08,10.83,82.4,51,80.77,secundario
La Libertad Peten,Maiz,3,7,False,86.06,9.47,80.4,51,79.58,secundario
La Libertad Peten,Maiz,4,8,False,83.39,10.32,83.3,48,78.69,secundario
La Libertad Peten,Maiz,6,9,False,80.04,7.04,79.2,48,75.43,secundario
La Libertad Peten,Maiz,8,10,False,80.24,8.62,72.9,48,73.6,secundario
La Libertad Peten,Maiz,10,11,False,78.58,8.34,70.8,48,71.91,secundario
La Libertad Peten,Maiz,9,12,False,77.98,7.94,62.5,48,69.04,secundario
La Libertad Peten,Mango,1,1,True,93.45,5.84,98.0,51,89.87,recomendado
La Libertad Peten,Mango,4,2,True,91.09,6.94,97.9,48,88.24,recomendado
La Libertad Peten,Mango,2,3,True,89.41,7.92,96.1,51,86.55,recomendado
La Libertad Peten,Mango,12,4,False,90.48,7.83,93.8,48,86.54,secundario
La Libertad Peten,Mango,7,5,False,89.39,9.42,91.7,48,85.13,secundario
La Libertad Peten,Mango,3,6,False,89.57,8.51,90.2,51,84.85,secundario
La Libertad Peten,Mango,11,7,False,87.43,8.56,89.6,48,83.28,secundario
La Libertad Peten,Mango,5,8,False,85.38,9.64,85.4,48,80.64,secundario
La Libertad Peten,Mango,8,9,False,82.65,9.06,79.2,48,77.02,secundario
La Libertad Peten,Mango,9,10,False,79.1,7.0,72.9,48,72.94,secundario
La Libertad Peten,Mango,6,11,False,79.28,7.1,70.8,48,72.43,secundario
La Libertad Peten,Mango,10,12,False,78.36,8.79,60.4,48,68.62,secundario
La Libertad Peten,Mani,2,1,True,91.65,5.94,100.0,51,89.27,recomendado
La Libertad Peten,Mani,3,2,True,91.46,7.28,98.0,51,88.5,recomendado
La Libertad Peten,Mani,1,3,True,91.42,9.05,92.2,51,86.62,recomendado
La Libertad Peten,Mani,4,4,False,88.64,8.16,95.8,48,85.96,secundario
La Libertad Peten,Mani,12,5,False,88.44,10.08,87.5,48,83.23,secundario
La Libertad Peten,Mani,5,6,False,83.16,9.29,79.2,48,77.34,secundario
La Libertad Peten,Mani,11,7,False,82.0,10.82,75.0,48,75.26,secundario
La Libertad Peten,Mani,7,8,False,82.87,10.69,68.8,48,73.96,secundario
